Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Market_Price,Cost_of_Cultivation,Revenue,Profit,ROI,Crop_encoded,State_encoded,Season_encoded
Coconut ,2002,Whole Year ,West Bengal,24976.0,324194500,1629.1,2364477.92,6244.0,12229.29167,11000.0,155836.0,134522208.37,134366372.37,86222.93460432763,3,28,4
Cotton(lint),2002,Kharif     ,West Bengal,823.0,1474,1629.1,77913.41,205.75,2.875,52000.0,82200.0,149500.0,67300.0,81.8734793187348,4,28,1
Arecanut,2003,Whole Year ,Andhra Pradesh,311.0,221,826.0,30782.78,74.64,0.704,250000.0,244365.0,176000.0,-68365.0,-27.97659239252757,0,0,4
Arhar/Tur,2003,Kharif     ,Andhra Pradesh,513239.0,214657,826.0,50800396.22,123177.36,0.424090909,6200.0,71370.0,2629.3636358,-68740.6363642,-96.31586992321705,1,0,1
Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246,826.0,741558.16,1798.08,0.41625,6200.0,71370.0,2580.75,-68789.25,-96.38398486759142,1,0,2
Castor seed,2003,Kharif     ,Andhra Pradesh,290915.0,131870,826.0,28794766.7,69819.6,0.447894737,5300.0,40000.0,2373.8421061,-37626.1578939,-94.06539473475,2,0,1
Coconut ,2003,Whole Year ,Andhra Pradesh,103965.0,1195079360,826.0,10290455.7,24951.6,9524.628235,11000.0,155836.0,104770910.58500001,104615074.58500001,67131.51940822403,3,0,4
Cotton(lint),2003,Kharif     ,Andhra Pradesh,836892.0,1890394,826.0,82835570.16,200854.08,2.137619048,52000.0,82200.0,111156.190496,28956.190495999996,35.226509119221404,4,0,1
Arecanut,2003,Whole Year ,Assam,74001.0,70414,2213.7,7324618.98,17760.24,0.979130435,250000.0,244365.0,244782.60874999998,417.60874999998487,0.1708954842141816,0,2,4
Arhar/Tur,2003,Kharif     ,Assam,7012.0,4940,2213.7,694047.76,1682.88,0.708695652,6200.0,71370.0,4393.9130423999995,-66976.0869576,-93.84347338881884,1,2,1
Castor seed,2003,Kharif     ,Assam,1493.0,619,2213.7,147777.14,358.32,0.414285714,5300.0,40000.0,2195.7142842000003,-37804.2857158,-94.5107142895,2,2,1
Coconut ,2003,Whole Year ,Assam,21309.0,154284000,2213.7,2109164.82,5114.16,6763.011739,11000.0,155836.0,74393129.129,74237293.129,47638.08948445802,3,2,4
Cotton(lint),2003,Kharif     ,Assam,1438.0,664,2213.7,142333.24,345.12,0.443478261,52000.0,82200.0,23060.869572,-59139.130428000004,-71.94541414598541,4,2,1
Arecanut,2003,Whole Year ,Goa,1600.0,2650,3011.6,158368.0,384.0,1.66,250000.0,244365.0,415000.0,170635.0,69.8279213471651,0,6,4
Coconut ,2003,Whole Year ,Goa,25110.0,122220000,3011.6,2485387.8,6026.4,4867.38,11000.0,155836.0,53541180.0,53385344.0,34257.38853666675,3,6,4
Arecanut,2003,Whole Year ,Karnataka,148939.0,198857,867.6,14741982.22,35745.36,1.302727273,250000.0,244365.0,325681.81824999995,81316.81824999995,33.276786057741475,0,12,4
Arhar/Tur,2003,Kharif     ,Karnataka,532251.0,199627,867.6,52682203.98,127740.24,0.298333333,6200.0,71370.0,1849.6666645999999,-69520.3333354,-97.40834150959788,1,12,1
Castor seed,2003,Kharif     ,Karnataka,17214.0,15439,867.6,1703841.72,4131.36,0.906190476,5300.0,40000.0,4802.8095228,-35197.1904772,-87.99297619299999,2,12,1
Coconut ,2003,Whole Year ,Karnataka,375957.0,1529139000,867.6,37212223.86,90229.68,4165.193333,11000.0,155836.0,45817126.663,45661290.663,29300.861587181396,3,12,4
Cotton(lint),2003,Kharif     ,Karnataka,316674.0,264624,867.6,31344392.52,76001.76,1.192857143,52000.0,82200.0,62028.57143599999,-20171.42856400001,-24.539450807785897,4,12,1
Arecanut,2003,Whole Year ,Kerala,102504.0,105490,2386.0,10145845.92,24600.96,0.86,250000.0,244365.0,215000.0,-29365.0,-12.016860024962659,0,13,4
Coconut ,2003,Whole Year ,Kerala,898498.0,5876000000,2386.0,88933332.04,215639.52,6097.778571,11000.0,155836.0,67075564.280999996,66919728.280999996,42942.40629957134,3,13,4
Cotton(lint),2003,Kharif     ,Kerala,2949.0,4748,2386.0,291892.02,707.76,1.61,52000.0,82200.0,83720.0,1520.0,1.8491484184914844,4,13,1
Arecanut,2003,Whole Year ,Meghalaya,11189.0,14244,3321.3,1107487.22,2685.36,1.194285714,250000.0,244365.0,298571.42850000004,54206.42850000004,22.18256644773189,0,17,4
Arhar/Tur,2003,Kharif     ,Meghalaya,812.0,639,3321.3,80371.76,194.88,0.806666667,6200.0,71370.0,5001.3333354,-66368.6666646,-92.99238708785204,1,17,1
Castor seed,2003,Kharif     ,Meghalaya,25.0,14,3321.3,2474.5,6.0,0.545,5300.0,40000.0,2888.5,-37111.5,-92.77875,2,17,1
Cotton(lint),2003,Kharif     ,Meghalaya,7281.0,7792,3321.3,720673.38,1747.44,1.036666667,52000.0,82200.0,53906.666683999996,-28293.333316000004,-34.42011352311436,4,17,1
Arecanut,2003,Whole Year ,Puducherry,64.0,77,1434.5875,6334.72,15.36,1.2,250000.0,244365.0,300000.0,55635.0,22.76717205819164,0,21,4
Coconut ,2003,Whole Year ,Puducherry,2252.0,30732000,1434.5875,222902.96,540.48,12300.735,11000.0,155836.0,135308085.0,135152249.0,86727.23183346595,3,21,4
Cotton(lint),2003,Kharif     ,Puducherry,453.0,1747,1434.5875,44837.94,108.72,4.095,52000.0,82200.0,212940.0,130740.0,159.05109489051094,4,21,1
Arecanut,2003,Whole Year ,Tamil Nadu,5219.0,0,345.6,516576.62,1252.56,0.0,250000.0,244365.0,0.0,-244365.0,-100.0,0,23,4
Arhar/Tur,2003,Kharif     ,Tamil Nadu,44914.0,27475,345.6,4445587.72,10779.36,0.6396,6200.0,71370.0,3965.5199999999995,-67404.48,-94.44371584699452,1,23,1
Castor seed,2003,Kharif     ,Tamil Nadu,8720.0,2975,345.6,863105.6,2092.8,0.409545455,5300.0,40000.0,2170.5909115,-37829.4090885,-94.57352272124999,2,23,1
Coconut ,2003,Whole Year ,Tamil Nadu,352710.0,2560500000,345.6,34911235.8,84650.4,7781.805714,11000.0,155836.0,85599862.854,85444026.854,54829.45330603968,3,23,4
Cotton(lint),2003,Kharif     ,Tamil Nadu,97777.0,119687,345.6,9677967.46,23466.48,1.504615385,52000.0,82200.0,78240.00001999999,-3959.999980000008,-4.817518223844291,4,23,1
Arecanut,2003,Whole Year ,West Bengal,9166.0,18519,1526.7,907250.68,2199.84,2.096666667,250000.0,244365.0,524166.66675000003,279801.66675000003,114.5015312135535,0,28,4
Arhar/Tur,2003,Kharif     ,West Bengal,3361.0,3382,1526.7,332671.78,806.64,1.016153846,6200.0,71370.0,6300.1538451999995,-65069.8461548,-91.17254610452571,1,28,1
Castor seed,2003,Kharif     ,West Bengal,40.0,48,1526.7,3959.2,9.6,1.2,5300.0,40000.0,6360.0,-33640.0,-84.1,2,28,1
Coconut ,2003,Whole Year ,West Bengal,24443.0,317488500,1526.7,2419368.14,5866.32,12370.06944,11000.0,155836.0,136070763.84,135914927.84,87216.64303498549,3,28,4
Cotton(lint),2003,Kharif     ,West Bengal,1429.0,2772,1526.7,141442.42,342.96,2.55,52000.0,82200.0,132600.0,50400.0,61.31386861313869,4,28,1
Arecanut,2004,Whole Year ,Karnataka,152759.0,203646,1117.7,16549910.06,32079.39,1.297272727,250000.0,244365.0,324318.18175,79953.18174999999,32.71875340167372,0,12,4
Arhar/Tur,2004,Kharif     ,Karnataka,562127.0,291113,1117.7,60900839.18,118046.67,0.53875,6200.0,71370.0,3340.2499999999995,-68029.75,-95.31981224604176,1,12,1
Castor seed,2004,Kharif     ,Karnataka,20161.0,17493,1117.7,2184242.74,4233.81,0.908,5300.0,40000.0,4812.400000000001,-35187.6,-87.969,2,12,1
Coconut ,2004,Whole Year ,Karnataka,383206.0,1551729000,1117.7,41516538.04,80473.26,4165.395185,11000.0,155836.0,45819347.035000004,45663511.035000004,29302.28640044663,3,12,4
Cotton(lint),2004,Kharif     ,Karnataka,521860.0,624566,1117.7,56538312.4,109590.6,1.357142857,52000.0,82200.0,70571.428564,-11628.571435999998,-14.146680579075424,4,12,1
Arecanut,2004,Whole Year ,Kerala,107572.0,110342,2880.2,11654350.48,22590.12,0.854285714,250000.0,244365.0,213571.42849999998,-30793.57150000002,-12.601465635422429,0,13,4
Coconut ,2004,Whole Year ,Kerala,899267.0,6001000000,2880.2,97426586.78,188846.07,6112.145714,11000.0,155836.0,67233602.854,67077766.854,43043.819691213845,3,13,4
Cotton(lint),2004,Kharif     ,Kerala,1472.0,2370,2880.2,159476.48,309.12,1.61,52000.0,82200.0,83720.0,1520.0,1.8491484184914844,4,13,1
Arecanut,2004,Whole Year ,Meghalaya,11233.0,14169,4767.9,1216983.22,2358.93,1.154285714,250000.0,244365.0,288571.4285,44206.42849999998,18.090327379125483,0,17,4
Arhar/Tur,2004,Kharif     ,Meghalaya,804.0,633,4767.9,87105.36,168.84,0.806666667,6200.0,71370.0,5001.3333354,-66368.6666646,-92.99238708785204,1,17,1
Castor seed,2004,Kharif     ,Meghalaya,32.0,20,4767.9,3466.88,6.72,0.693333333,5300.0,40000.0,3674.6666649,-36325.333335100004,-90.81333333775001,2,17,1
Cotton(lint),2004,Kharif     ,Meghalaya,7231.0,7765,4767.9,783406.54,1518.51,1.046666667,52000.0,82200.0,54426.666683999996,-27773.333316000004,-33.787510116788326,4,17,1
Arecanut,2004,Whole Year ,Tamil Nadu,5077.0,7390,1034.0,550042.18,1066.17,1.55,250000.0,244365.0,387500.0,143135.0,58.574263908497535,0,23,4
Arhar/Tur,2004,Kharif     ,Tamil Nadu,43416.0,28979,1034.0,4703689.44,9117.36,0.6684,6200.0,71370.0,4144.08,-67225.92,-94.19352669188734,1,23,1
Castor seed,2004,Kharif     ,Tamil Nadu,8269.0,2598,1034.0,895863.46,1736.49,0.3392,5300.0,40000.0,1797.76,-38202.24,-95.50559999999999,2,23,1
Coconut ,2004,Whole Year ,Tamil Nadu,357056.0,4097000000,1034.0,38683447.04,74981.76,10877.70276,11000.0,155836.0,119654730.36,119498894.36,76682.47026361046,3,23,4
Cotton(lint),2004,Kharif     ,Tamil Nadu,129364.0,185960,1034.0,14015295.76,27166.44,1.571153846,52000.0,82200.0,81699.999992,-500.0000080000027,-0.6082725158150885,4,23,1
Arecanut,2005,Whole Year ,Andhra Pradesh,293.0,234,1075.5,35136.56,61.53,0.8025,250000.0,244365.0,200625.0,-43740.0,-17.89945368608434,0,0,4
Arhar/Tur,2005,Kharif     ,Andhra Pradesh,494523.0,300636,1075.5,59303198.16,103849.83,0.554545455,6200.0,71370.0,3438.1818209999997,-67931.818179,-95.18259517864648,1,0,1
Castor seed,2005,Kharif     ,Andhra Pradesh,344587.0,140019,1075.5,41322873.04,72363.27,0.462777778,5300.0,40000.0,2452.7222234,-37547.2777766,-93.8681944415,2,0,1
Coconut ,2005,Whole Year ,Andhra Pradesh,104438.0,891991928,1075.5,12524204.96,21931.98,7717.767778,11000.0,155836.0,84895445.558,84739609.558,54377.42855181087,3,0,4
Cotton(lint),2005,Kharif     ,Andhra Pradesh,1032629.0,2107984,1075.5,123832869.7,216852.09,1.727272727,52000.0,82200.0,89818.18180399999,7618.181803999993,9.267861075425781,4,0,1
Arecanut,2005,Whole Year ,Assam,71176.0,66778,2184.6,8535425.92,14946.96,0.913478261,250000.0,244365.0,228369.56524999999,-15995.434750000015,-6.545714300329432,0,2,4
Arhar/Tur,2005,Kharif     ,Assam,6473.0,4529,2184.6,776242.16,1359.33,0.704444444,6200.0,71370.0,4367.5555527999995,-67002.4444472,-93.88040415748915,1,2,1
Castor seed,2005,Kharif     ,Assam,1364.0,577,2184.6,163570.88,286.44,0.422,5300.0,40000.0,2236.6,-37763.4,-94.4085,2,2,1
Coconut ,2005,Whole Year ,Assam,19057.0,204937000,2184.6,2285315.44,4001.97,8486.539565,11000.0,155836.0,93351935.21499999,93196099.21499999,59803.960070202,3,2,4
Cotton(lint),2005,Kharif     ,Assam,1352.0,632,2184.6,162131.84,283.92,0.4172,52000.0,82200.0,21694.4,-60505.6,-73.60778588807786,4,2,1
Arecanut,2005,Whole Year ,Karnataka,161151.0,1033658,1316.2,19325227.92,33841.71,6.212380952,250000.0,244365.0,1553095.2380000001,1308730.2380000001,535.5637010210137,0,12,4
Arhar/Tur,2005,Kharif     ,Karnataka,599884.0,407832,1316.2,71938089.28,125975.64,0.5968,6200.0,71370.0,3700.16,-67669.84,-94.81552473027882,1,12,1
Castor seed,2005,Kharif     ,Karnataka,24981.0,25989,1316.2,2995721.52,5246.01,1.086666667,5300.0,40000.0,5759.3333351,-34240.666664899996,-85.60166666224998,2,12,1
Coconut ,2005,Whole Year ,Karnataka,395885.0,1606890000,1316.2,47474529.2,83135.85,4165.660741,11000.0,155836.0,45822268.15099999,45666432.15099999,29304.160881311116,3,12,4
Cotton(lint),2005,Whole Year ,Karnataka,413310.0,585498,1316.2,49564135.2,86795.1,1.503333333,52000.0,82200.0,78173.333316,-4026.666683999996,-4.898621270072987,4,12,4
Arecanut,2005,Whole Year ,Kerala,108590.0,119309,3030.9,13022112.8,22803.9,0.958571429,250000.0,244365.0,239642.85725,-4722.142749999999,-1.9324137049086403,0,13,4
Coconut ,2005,Whole Year ,Kerala,897833.0,6326000000,3030.9,107668133.4,188544.93,6500.859286,11000.0,155836.0,71509452.146,71353616.146,45787.6332464899,3,13,4
Cotton(lint),2005,Kharif     ,Kerala,2655.0,3452,3030.9,318387.6,557.55,1.3,52000.0,82200.0,67600.0,-14600.0,-17.761557177615572,4,13,1
Arecanut,2005,Whole Year ,Meghalaya,11507.0,15530,3374.4,1379919.44,2416.47,1.245714286,250000.0,244365.0,311428.57149999996,67063.57149999996,27.444016737257776,0,17,4
Arhar/Tur,2005,Kharif     ,Meghalaya,804.0,633,3374.4,96415.68,168.84,0.796666667,6200.0,71370.0,4939.3333354,-66430.6666646,-93.07925832226425,1,17,1
Castor seed,2005,Kharif     ,Meghalaya,33.0,21,3374.4,3957.36,6.93,0.693333333,5300.0,40000.0,3674.6666649,-36325.333335100004,-90.81333333775001,2,17,1
Cotton(lint),2005,Kharif     ,Meghalaya,7231.0,7768,3374.4,867141.52,1518.51,1.046666667,52000.0,82200.0,54426.666683999996,-27773.333316000004,-33.787510116788326,4,17,1
Arecanut,2005,Whole Year ,Tamil Nadu,4773.0,9198,1364.1,572378.16,1002.33,1.212727273,250000.0,244365.0,303181.81825,58816.81825000001,24.069248153377124,0,23,4
Arhar/Tur,2005,Kharif     ,Tamil Nadu,37769.0,20400,1364.1,4529258.48,7931.49,0.6375,6200.0,71370.0,3952.4999999999995,-67417.5,-94.4619588062211,1,23,1
Castor seed,2005,Kharif     ,Tamil Nadu,8391.0,2777,1364.1,1006248.72,1762.11,0.313333333,5300.0,40000.0,1660.6666649,-38339.333335100004,-95.84833333775002,2,23,1
Coconut ,2005,Whole Year ,Tamil Nadu,370515.0,4867100000,1364.1,44432158.8,77808.15,11777.93172,11000.0,155836.0,129557248.92,129401412.92,83036.91888908853,3,23,4
Cotton(lint),2005,Kharif     ,Tamil Nadu,109742.0,168154,1364.1,13160260.64,23045.82,1.643703704,52000.0,82200.0,85472.592608,3272.5926080000063,3.98125621411193,4,23,1
Arecanut,2005,Whole Year ,West Bengal,9363.0,29287,1650.1,1122810.96,1966.23,2.821176471,250000.0,244365.0,705294.11775,460929.11775,188.6232143514824,0,28,4
Arhar/Tur,2005,Rabi       ,West Bengal,1830.0,1584,1650.1,219453.6,384.3,0.885,6200.0,71370.0,5487.0,-65883.0,-92.3118957545187,1,28,2
Castor seed,2005,Rabi       ,West Bengal,45.0,37,1650.1,5396.4,9.45,0.82,5300.0,40000.0,4346.0,-35654.0,-89.13499999999999,2,28,2
Coconut ,2005,Whole Year ,West Bengal,24884.0,323525800,1650.1,2984089.28,5225.64,11972.035,11000.0,155836.0,131692385.0,131536549.0,84407.03624323006,3,28,4
Cotton(lint),2005,Kharif     ,West Bengal,1506.0,3857,1650.1,180599.52,316.26,2.22,52000.0,82200.0,115440.00000000001,33240.000000000015,40.437956204379574,4,28,1
Arecanut,2006,Kharif     ,Puducherry,63.0,82,1434.5875,8045.73,13.86,1.3,250000.0,244365.0,325000.0,80635.0,32.99776972970761,0,21,1
Arecanut,2006,Whole Year ,Puducherry,63.0,82,1434.5875,8045.73,13.86,1.3,250000.0,244365.0,325000.0,80635.0,32.99776972970761,0,21,4
Cotton(lint),2006,Summer     ,Puducherry,57.0,40,1434.5875,7279.47,12.54,0.75,52000.0,82200.0,39000.0,-43200.0,-52.55474452554745,4,21,3
Arecanut,2006,Rabi       ,Meghalaya,12081.0,16561,2454.7,1542864.51,2657.82,1.254285714,250000.0,244365.0,313571.42850000004,69206.42850000004,28.320925050641478,0,17,2
Castor seed,2006,Rabi       ,Meghalaya,33.0,21,2454.7,4214.43,7.26,0.693333333,5300.0,40000.0,3674.6666649,-36325.333335100004,-90.81333333775001,2,17,2
Cotton(lint),2006,Rabi       ,Meghalaya,7208.0,7738,2454.7,920533.68,1585.76,1.05,52000.0,82200.0,54600.0,-27600.0,-33.57664233576642,4,17,2
Arecanut,2006,Whole Year ,Andhra Pradesh,255.0,176,845.2,32566.05,56.1,0.685,250000.0,244365.0,171250.0,-73115.0,-29.920405950115608,0,0,4
Arhar/Tur,2006,Kharif     ,Andhra Pradesh,395644.0,157669,845.2,50527695.24,87041.68,0.420454545,6200.0,71370.0,2606.818179,-68763.181821,-96.34745946616226,1,0,1
Arhar/Tur,2006,Rabi       ,Andhra Pradesh,5606.0,3174,845.2,715942.26,1233.32,0.433333333,6200.0,71370.0,2686.6666646,-68683.3333354,-96.23557984503293,1,0,2
Castor seed,2006,Kharif     ,Andhra Pradesh,202199.0,86892,845.2,25822834.29,44483.78,0.444117647,5300.0,40000.0,2353.8235291,-37646.1764709,-94.11544117724999,2,0,1
Coconut ,2006,Whole Year ,Andhra Pradesh,105043.0,1326398065,845.2,13415041.53,23109.46,11710.48222,11000.0,155836.0,128815304.42,128659468.42,82560.81291870942,3,0,4
Cotton(lint),2006,Kharif     ,Andhra Pradesh,971806.0,2181944,845.2,124109344.3,213797.32,2.080952381,52000.0,82200.0,108209.523812,26009.523812,31.641756462287102,4,0,1
Arecanut,2006,Whole Year ,Assam,69104.0,55044,1774.9,8825271.84,15202.88,0.817037037,250000.0,244365.0,204259.25925,-40105.74075,-16.412227917254928,0,2,4
Arhar/Tur,2006,Kharif     ,Assam,6676.0,4769,1774.9,852591.96,1468.72,0.706666667,6200.0,71370.0,4381.333335400001,-66988.6666646,-93.86109943197421,1,2,1
Castor seed,2006,Kharif     ,Assam,1303.0,552,1774.9,166406.13,286.66,0.4636,5300.0,40000.0,2457.08,-37542.92,-93.8573,2,2,1
Coconut ,2006,Whole Year ,Assam,18595.0,135725000,1774.9,2374767.45,4090.9,6233.948519,11000.0,155836.0,68573433.70899999,68417597.70899999,43903.58948445801,3,2,4
Cotton(lint),2006,Kharif     ,Assam,1374.0,648,1774.9,175473.54,302.28,0.518461538,52000.0,82200.0,26959.999976000003,-55240.00002399999,-67.20194650121654,4,2,1
Arecanut,2006,Whole Year ,Karnataka,168401.0,223939,1146.3,21506491.71,37048.22,1.286666667,250000.0,244365.0,321666.66675,77301.66674999997,31.633690074274128,0,12,4
Arhar/Tur,2006,Kharif     ,Karnataka,595697.0,262673,1146.3,76076463.87,131053.34,0.4648,6200.0,71370.0,2881.7599999999998,-68488.24,-95.96222502452011,1,12,1
Castor seed,2006,Kharif     ,Karnataka,20230.0,16163,1146.3,2583573.3,4450.6,0.827727273,5300.0,40000.0,4386.9545469,-35613.0454531,-89.03261363275,2,12,1
Coconut ,2006,Whole Year ,Karnataka,403671.0,1635839000,1146.3,51552823.41,88807.62,4164.715926,11000.0,155836.0,45811875.186,45656039.186,29297.491713082985,3,12,4
Cotton(lint),2006,Whole Year ,Karnataka,375982.0,536329,1146.3,48016661.22,82716.04,1.405,52000.0,82200.0,73060.0,-9140.0,-11.119221411192214,4,12,4
Arecanut,2006,Whole Year ,Kerala,102078.0,109968,3429.7,13036381.38,22457.16,0.933571429,250000.0,244365.0,233392.85725,-10972.142749999999,-4.490063122787633,0,13,4
Coconut ,2006,Whole Year ,Kerala,872943.0,6054000000,3429.7,111483550.5,192047.46,6522.32,11000.0,155836.0,71745520.0,71589684.0,45939.1180471778,3,13,4
Cotton(lint),2006,Kharif     ,Kerala,1300.0,1690,3429.7,166023.0,286.0,1.3,52000.0,82200.0,67600.0,-14600.0,-17.761557177615572,4,13,1
Arecanut,2006,Whole Year ,Tamil Nadu,5526.0,11904,927.9,705725.46,1215.72,1.603636364,250000.0,244365.0,400909.091,156544.09100000001,64.06158451496738,0,23,4
Arhar/Tur,2006,Whole Year ,Tamil Nadu,29127.0,21334,927.9,3719809.17,6407.94,0.744,6200.0,71370.0,4612.8,-66757.2,-93.53678015973097,1,23,4
Castor seed,2006,Whole Year ,Tamil Nadu,5289.0,1674,927.9,675458.19,1163.58,0.35375,5300.0,40000.0,1874.875,-38125.125,-95.31281249999999,2,23,4
Coconut ,2006,Whole Year ,Tamil Nadu,374604.0,5429900000,927.9,47840676.84,82412.88,13584.69138,11000.0,155836.0,149431605.18,149275769.18,95790.29824944172,3,23,4
Cotton(lint),2006,Whole Year ,Tamil Nadu,100339.0,220864,927.9,12814293.69,22074.58,2.281111111,52000.0,82200.0,118617.777772,36417.777772,44.3038659026764,4,23,4
Arecanut,2006,Whole Year ,West Bengal,24382.0,106052,1631.4,3113825.22,5364.04,1.957647059,250000.0,244365.0,489411.76475,245046.76474999997,100.27899443455486,0,28,4
Arhar/Tur,2006,Rabi       ,West Bengal,2044.0,1412,1631.4,261039.24,449.68,0.445454545,6200.0,71370.0,2761.818179,-68608.181821,-96.13028138013172,1,28,2
Castor seed,2006,Rabi       ,West Bengal,58.0,49,1631.4,7407.18,12.76,0.84,5300.0,40000.0,4452.0,-35548.0,-88.87,2,28,2
Coconut ,2006,Whole Year ,West Bengal,25068.0,359065200,1631.4,3201434.28,5514.96,13259.37833,11000.0,155836.0,145853161.63,145697325.63,93494.01013244693,3,28,4
Cotton(lint),2006,Kharif     ,West Bengal,5650.0,14678,1631.4,721561.5,1243.0,3.898571429,52000.0,82200.0,202725.714308,120525.714308,146.62495657907542,4,28,1
Arecanut,2007,Kharif     ,Puducherry,61.0,78,1434.5875,8137.4,9.76,1.28,250000.0,244365.0,320000.0,75635.0,30.95165019540442,0,21,1
Coconut ,2007,Whole Year ,Puducherry,2164.0,26615000,1434.5875,288677.6,346.24,10937.2025,11000.0,155836.0,120309227.5,120153391.5,77102.46124130496,3,21,4
Cotton(lint),2007,Summer     ,Puducherry,66.0,38,1434.5875,8804.4,10.56,0.615,52000.0,82200.0,31980.0,-50220.0,-61.09489051094891,4,21,3
Arecanut,2007,Whole Year ,Assam,66235.0,56665,2154.1,8835749.0,10597.6,0.856666667,250000.0,244365.0,214166.66675,-30198.333249999996,-12.357879913244531,0,2,4
Arhar/Tur,2007,Kharif     ,Assam,5893.0,4230,2154.1,786126.2,942.88,0.712962963,6200.0,71370.0,4420.3703706,-66949.6296294,-93.80640273139976,1,2,1
Castor seed,2007,Kharif     ,Assam,1193.0,509,2154.1,159146.2,190.88,0.4468,5300.0,40000.0,2368.04,-37631.96,-94.0799,2,2,1
Coconut ,2007,Whole Year ,Assam,18812.0,147079000,2154.1,2509520.8,3009.92,7202.371852,11000.0,155836.0,79226090.37200001,79070254.37200001,50739.401917400355,3,2,4
Cotton(lint),2007,Kharif     ,Assam,1359.0,635,2154.1,181290.6,217.44,0.445217391,52000.0,82200.0,23151.304332,-59048.695668,-71.83539618978102,4,2,1
Arecanut,2007,Whole Year ,Karnataka,174404.0,1114484,1323.3,23265493.6,27904.64,6.211428571,250000.0,244365.0,1552857.1427499999,1308492.1427499999,535.4662667526037,0,12,4
Arhar/Tur,2007,Kharif     ,Karnataka,681136.0,451013,1323.3,90863542.4,108981.76,0.644230769,6200.0,71370.0,3994.2307677999997,-67375.7692322,-94.40348778506375,1,12,1
Castor seed,2007,Kharif     ,Karnataka,23387.0,15682,1323.3,3119825.8,3741.92,0.6725,5300.0,40000.0,3564.25,-36435.75,-91.08937499999999,2,12,1
Coconut ,2007,Whole Year ,Karnataka,405328.0,2063855000,1323.3,54070755.2,64852.48,5079.793793,11000.0,155836.0,55877731.723,55721895.723,35756.75435906979,3,12,4
Cotton(lint),2007,Whole Year ,Karnataka,403029.0,704871,1323.3,53764068.6,64484.64,1.809,52000.0,82200.0,94068.0,11868.0,14.437956204379562,4,12,4
Arecanut,2007,Whole Year ,Kerala,99787.0,114690,3489.6,13311585.8,15965.92,0.921428571,250000.0,244365.0,230357.14275,-14007.857250000001,-5.732350070591124,0,13,4
