Opportunity ID,Investment Type,Sector / Industry,Location,Funding Stage,Expected ROI (%),Risk Level,Minimum Investment (USD),Time Horizon (Years),IRR / CAGR,ESG Score,Last Updated
OPP03887,Startup,AgriTech,Manipur,Public,9.31,Medium,11763.03,7,5.68,3.9,2024-11-04
OPP03891,Real Estate,AgriTech,Tamil Nadu,,39.25,Low,31123.59,9,6.74,4.3,2024-10-19
OPP03893,Startup,AgriTech,Bihar,Series A,7.78,Low,43484.55,7,8.61,3.0,2025-02-13
OPP03949,Startup,AgriTech,Jharkhand,Seed,27.22,High,29508.54,6,26.69,7.5,2025-03-21
OPP03968,Startup,AgriTech,Jharkhand,IPO,15.21,Low,10418.1,6,17.41,6.9,2025-03-29
OPP03990,Real Estate,AgriTech,Nagaland,,7.96,High,6310.41,4,16.32,8.5,2024-11-06
OPP03991,Startup,AgriTech,Assam,IPO,42.07,Medium,45214.45,5,10.88,8.4,2024-10-11
OPP03999,Real Estate,AgriTech,Himachal Pradesh,,39.21,Medium,22572.13,7,18.52,9.5,2024-11-22
OPP04003,Real Estate,AgriTech,Nagaland,,17.74,Low,27067.15,3,21.37,9.9,2024-08-22
OPP04013,Real Estate,AgriTech,Assam,,20.25,Medium,28111.32,2,6.07,4.6,2025-06-20
OPP04015,Startup,AgriTech,Gujarat,IPO,21.91,Medium,33278.52,4,20.72,1.3,2025-02-08
OPP04017,Real Estate,AgriTech,Nagaland,,13.31,High,32669.71,8,9.25,4.7,2024-09-15
OPP04024,Startup,AgriTech,Sikkim,Public,42.47,High,48354.72,4,21.81,2.0,2025-05-02
OPP04037,Real Estate,AgriTech,Maharashtra,,14.13,Medium,42918.2,4,11.02,2.9,2025-06-10
OPP04041,Real Estate,AgriTech,Gujarat,,13.03,Medium,16878.03,7,16.42,4.6,2024-07-05
OPP04044,Startup,AgriTech,Goa,Series A,7.0,High,30668.13,6,6.53,3.3,2024-10-10
OPP04050,Startup,AgriTech,Sikkim,IPO,31.07,High,8240.03,9,26.49,6.1,2025-02-04
OPP04053,Real Estate,AgriTech,Madhya Pradesh,,20.85,Medium,9746.04,10,22.99,2.8,2025-05-20
OPP04073,Real Estate,AgriTech,Telangana,,38.18,Low,31474.14,7,14.37,7.4,2025-04-02
OPP04074,Startup,AgriTech,Gujarat,Public,31.78,Medium,43392.61,10,14.2,2.2,2025-06-18
OPP04083,Startup,AgriTech,Haryana,Series A,20.39,High,26068.9,6,10.54,9.5,2025-01-17
OPP04092,Real Estate,AgriTech,Bihar,,37.85,Low,23069.3,7,28.93,1.5,2024-08-09
OPP04101,Real Estate,AgriTech,Tamil Nadu,,40.0,Medium,12063.56,10,7.59,3.8,2024-11-22
OPP04115,Startup,AgriTech,Maharashtra,Series C,24.6,Medium,3946.58,8,13.07,4.1,2025-05-22
OPP04119,Real Estate,AgriTech,Mizoram,,28.98,Medium,7532.96,7,12.7,4.8,2025-06-17
OPP04121,Startup,AgriTech,Odisha,Series C,27.81,Low,45497.38,8,29.42,5.2,2024-12-01
OPP04158,Startup,AgriTech,Madhya Pradesh,Series B,10.11,Low,21306.19,2,27.4,3.0,2024-10-22
OPP04183,Startup,AgriTech,Meghalaya,Series C,7.93,High,6335.7,1,14.02,4.3,2025-01-26
OPP04197,Real Estate,AgriTech,Karnataka,,20.12,Medium,31448.03,5,24.5,2.0,2024-09-01
OPP04198,Real Estate,AgriTech,Arunachal Pradesh,,9.75,Medium,48859.89,6,14.87,8.5,2025-01-06
OPP04202,Startup,AgriTech,Gujarat,Series A,44.4,Low,22520.44,6,7.68,2.8,2025-04-20
OPP04215,Real Estate,AgriTech,Tripura,,11.7,Low,43116.76,8,16.83,1.9,2025-03-26
OPP04218,Real Estate,AgriTech,Maharashtra,,25.76,Medium,28487.6,10,23.77,7.0,2025-03-10
OPP04232,Startup,AgriTech,Madhya Pradesh,Seed,9.28,Low,35673.97,4,15.8,5.7,2025-02-02
OPP04274,Real Estate,AgriTech,Mizoram,,33.73,Low,12455.27,6,15.01,3.7,2025-01-08
OPP04277,Startup,AgriTech,Gujarat,Series B,5.28,Low,31225.9,8,13.85,9.9,2025-05-06
OPP04296,Real Estate,AgriTech,Himachal Pradesh,,9.37,Low,35827.02,6,28.19,1.3,2024-10-30
OPP04306,Real Estate,AgriTech,Telangana,,30.48,High,14347.49,10,22.02,7.9,2024-10-07
OPP04312,Real Estate,AgriTech,Punjab,,19.06,High,25082.25,7,15.44,6.7,2025-03-16
OPP04313,Startup,AgriTech,Tamil Nadu,Public,34.17,High,30897.92,9,19.18,8.3,2024-09-06
OPP04318,Real Estate,AgriTech,Odisha,,20.24,Medium,38573.45,8,28.0,3.1,2025-03-01
OPP04331,Real Estate,AgriTech,Uttar Pradesh,,43.33,High,30375.21,10,17.77,8.9,2025-03-07
OPP04352,Startup,AgriTech,Rajasthan,Series B,18.9,Low,4602.42,1,26.94,8.4,2024-11-06
OPP04361,Startup,AgriTech,Uttarakhand,Public,27.19,Medium,43221.0,5,19.16,9.9,2025-02-16
OPP04364,Real Estate,AgriTech,Sikkim,,37.14,Low,14965.6,3,27.01,4.7,2024-09-22
OPP04376,Real Estate,AgriTech,Maharashtra,,26.25,Low,49364.42,1,24.97,3.4,2024-12-20
OPP04405,Startup,AgriTech,Bihar,Series A,29.75,Low,44070.4,7,18.71,6.9,2025-03-23
OPP04407,Startup,AgriTech,Goa,Series C,32.7,Medium,33719.01,1,16.24,3.9,2025-03-30
OPP04412,Startup,AgriTech,Uttarakhand,Series C,14.06,High,11453.58,2,5.09,5.0,2024-11-03
OPP04419,Real Estate,AgriTech,Gujarat,,11.67,High,23777.75,10,22.64,3.9,2025-01-22
OPP04449,Real Estate,AgriTech,Meghalaya,,36.13,High,46759.06,4,20.87,1.3,2024-07-12
OPP04475,Startup,AgriTech,Nagaland,Series B,19.97,Medium,41392.74,7,9.45,1.5,2024-08-15
OPP04498,Startup,AgriTech,Tamil Nadu,Series A,20.68,High,39960.5,2,23.36,5.8,2024-12-19
OPP04505,Startup,AgriTech,Assam,Public,6.25,High,24911.98,10,5.53,6.4,2024-08-07
OPP04506,Real Estate,AgriTech,Arunachal Pradesh,,34.42,Medium,30528.48,5,18.02,8.0,2025-01-11
OPP04509,Real Estate,AgriTech,Jharkhand,,7.9,Low,21053.89,4,5.74,9.1,2024-09-30
OPP04544,Startup,AgriTech,Goa,Seed,31.32,High,13692.42,9,15.67,6.7,2024-11-10
OPP04596,Real Estate,AgriTech,Madhya Pradesh,,6.34,Medium,41122.47,1,26.13,4.9,2024-09-12
OPP04598,Startup,AgriTech,Bihar,Public,32.83,Medium,34109.9,1,19.9,5.3,2024-10-31
OPP04635,Startup,AgriTech,Uttar Pradesh,Series C,28.46,Low,5916.38,4,23.77,8.5,2024-07-10
OPP04665,Real Estate,AgriTech,Chhattisgarh,,13.47,High,15520.83,9,10.54,6.9,2025-05-18
OPP04666,Real Estate,AgriTech,Madhya Pradesh,,30.36,Medium,43740.43,2,26.29,7.4,2024-12-29
OPP04688,Real Estate,AgriTech,Kerala,,34.58,Low,45779.85,3,20.66,2.7,2024-07-29
OPP04690,Real Estate,AgriTech,Uttarakhand,,29.43,High,17069.7,6,9.42,3.5,2025-06-13
OPP04716,Startup,AgriTech,Nagaland,Series A,38.03,Low,28531.18,4,6.39,5.4,2025-04-09
OPP04742,Startup,AgriTech,Andhra Pradesh,Series C,44.75,Medium,37490.29,3,25.61,3.6,2024-08-28
OPP04752,Real Estate,AgriTech,Uttar Pradesh,,33.33,High,7614.34,3,12.55,5.4,2025-04-30
OPP04756,Startup,AgriTech,Uttarakhand,Series A,24.7,High,13651.92,7,15.76,7.5,2024-07-12
OPP04800,Startup,AgriTech,Telangana,IPO,19.52,Low,2582.88,2,10.92,1.3,2024-09-27
OPP04802,Real Estate,AgriTech,Rajasthan,,5.24,Low,46805.44,2,20.78,8.7,2024-08-27
OPP04806,Startup,AgriTech,Karnataka,Series B,42.97,Low,33147.85,5,16.53,6.1,2025-05-08
OPP04813,Real Estate,AgriTech,Karnataka,,26.35,Low,17750.36,4,11.63,1.3,2025-01-08
OPP04822,Real Estate,AgriTech,Manipur,,6.65,High,22296.45,10,25.89,2.0,2025-04-28
OPP04858,Startup,AgriTech,Sikkim,Public,6.13,High,6810.9,5,18.13,9.8,2024-07-22
OPP04865,Startup,AgriTech,Himachal Pradesh,Series A,26.37,Low,36501.55,7,28.55,5.8,2024-08-05
OPP04870,Startup,AgriTech,Rajasthan,Public,43.42,Medium,16193.34,10,15.8,2.5,2025-03-03
OPP04877,Real Estate,AgriTech,Tripura,,18.98,High,28406.15,9,15.98,7.5,2024-08-28
OPP04878,Real Estate,AgriTech,Punjab,,12.43,Low,1887.64,3,21.06,3.1,2025-01-11
OPP04880,Real Estate,AgriTech,Maharashtra,,45.0,High,39888.9,10,11.45,1.3,2024-12-22
OPP04883,Startup,AgriTech,Punjab,Series A,34.63,Medium,44593.65,4,24.82,7.9,2025-04-15
OPP04897,Real Estate,AgriTech,Maharashtra,,6.92,Low,42507.78,6,28.39,7.8,2025-02-24
OPP04903,Real Estate,AgriTech,Maharashtra,,33.06,Medium,1729.55,8,18.32,7.1,2024-09-04
OPP04904,Real Estate,AgriTech,Jharkhand,,20.58,High,32516.41,2,21.08,8.7,2024-07-22
OPP04905,Startup,AgriTech,Rajasthan,Public,38.67,Medium,15172.85,5,14.58,2.9,2024-09-24
OPP04907,Real Estate,AgriTech,Maharashtra,,19.58,Medium,17082.59,3,25.6,2.3,2025-01-03
OPP04943,Startup,AgriTech,Karnataka,IPO,38.52,High,35593.16,9,27.85,3.9,2024-10-27
OPP04945,Real Estate,AgriTech,Manipur,,25.85,Low,38397.75,2,11.58,5.6,2025-05-03
OPP04972,Startup,AgriTech,Punjab,IPO,19.48,High,24584.72,1,23.66,5.5,2024-12-07
OPP04984,Startup,AgriTech,Manipur,Series A,34.84,Low,19360.85,8,21.78,9.5,2025-03-15
OPP04995,Real Estate,AgriTech,Odisha,,15.57,High,27127.1,5,12.78,1.6,2024-09-12
OPP05021,Startup,AgriTech,West Bengal,Series C,23.85,Medium,23031.6,5,25.77,9.0,2024-08-02
OPP05034,Startup,AgriTech,Nagaland,Series B,29.36,Low,30022.06,10,10.0,2.6,2024-08-29
OPP05053,Real Estate,AgriTech,Himachal Pradesh,,36.14,High,25099.95,3,16.55,3.8,2025-02-06
OPP05057,Real Estate,AgriTech,Odisha,,42.54,High,11246.92,5,9.07,4.5,2024-12-02
OPP05081,Startup,AgriTech,Tamil Nadu,Series B,18.24,Low,30610.86,6,27.01,6.9,2025-06-03
OPP05086,Startup,AgriTech,Madhya Pradesh,Series C,22.75,Medium,33632.38,9,16.69,1.9,2024-07-30
OPP05087,Real Estate,AgriTech,Karnataka,,9.07,High,44751.76,6,18.16,4.1,2025-04-22
OPP05104,Real Estate,AgriTech,Assam,,29.26,Medium,14863.31,10,11.67,3.8,2025-04-13
OPP05121,Real Estate,AgriTech,Chhattisgarh,,7.82,Medium,24481.1,9,15.96,1.8,2024-11-14
OPP05131,Real Estate,AgriTech,Odisha,,35.46,Medium,22945.97,3,16.77,3.8,2024-09-17
OPP05133,Real Estate,AgriTech,Jharkhand,,15.76,Low,6980.13,2,23.08,1.4,2024-07-18
OPP05177,Startup,AgriTech,Arunachal Pradesh,Series B,9.31,Low,16508.8,3,5.45,9.6,2024-10-07
OPP05192,Startup,AgriTech,Nagaland,Seed,20.18,Low,21538.43,8,15.91,1.9,2024-09-29
OPP05211,Real Estate,AgriTech,Uttar Pradesh,,8.72,Low,24092.82,4,22.07,1.4,2024-07-03
OPP05221,Startup,AgriTech,Meghalaya,Seed,19.75,Medium,13985.61,1,5.57,10.0,2024-10-11
OPP05236,Real Estate,AgriTech,Goa,,22.29,Low,39972.33,5,23.97,7.7,2024-08-10
OPP05256,Real Estate,AgriTech,Tamil Nadu,,16.78,Medium,6283.58,5,11.63,9.5,2025-03-26
OPP05279,Real Estate,AgriTech,Haryana,,36.06,High,25557.81,8,17.75,4.6,2025-07-01
OPP05316,Startup,AgriTech,Andhra Pradesh,Public,7.27,Low,14283.24,10,6.95,4.1,2025-05-20
OPP05321,Real Estate,AgriTech,Chhattisgarh,,36.74,High,49758.17,10,10.96,6.6,2024-08-06
OPP05325,Real Estate,AgriTech,Tripura,,5.28,High,42727.71,9,12.7,9.6,2025-04-02
OPP05330,Real Estate,AgriTech,Madhya Pradesh,,25.24,Low,8853.85,8,20.31,8.3,2025-02-19
OPP05398,Startup,AgriTech,Meghalaya,Series B,38.61,Medium,40349.94,3,22.02,6.1,2025-02-22
OPP05422,Real Estate,AgriTech,Meghalaya,,24.19,High,31678.4,6,24.21,3.5,2024-08-15
OPP05429,Startup,AgriTech,Jharkhand,Seed,20.2,High,10768.79,2,6.67,7.8,2025-05-28
OPP05451,Real Estate,AgriTech,Uttarakhand,,40.6,High,28767.42,2,15.71,2.3,2025-02-05
OPP05462,Startup,AgriTech,Goa,Public,32.02,High,27869.92,8,27.39,8.7,2025-05-10
OPP05468,Startup,AgriTech,Mizoram,IPO,36.76,Medium,4894.57,9,24.13,8.0,2024-07-23
OPP05469,Real Estate,AgriTech,Mizoram,,44.85,Low,17524.11,1,11.5,3.8,2024-10-10
OPP05471,Real Estate,AgriTech,Mizoram,,25.26,Low,10644.01,9,12.41,9.9,2025-04-04
OPP05472,Real Estate,AgriTech,Manipur,,9.93,Low,20474.65,3,18.49,2.9,2025-01-25
OPP05473,Real Estate,AgriTech,Gujarat,,15.85,High,27196.35,1,13.66,5.0,2025-03-13
OPP05524,Real Estate,AgriTech,Kerala,,18.99,Low,30574.46,4,22.04,5.1,2024-10-19
OPP05536,Real Estate,AgriTech,Goa,,10.78,Medium,13391.55,9,9.33,8.7,2024-09-07
OPP05585,Startup,AgriTech,Tripura,Series A,41.35,High,42539.72,1,13.56,4.0,2024-12-28
OPP05588,Startup,AgriTech,Tamil Nadu,Series B,43.55,Low,13757.86,9,28.95,7.7,2025-06-05
OPP05617,Real Estate,AgriTech,Haryana,,40.15,High,8735.7,7,28.51,3.0,2025-01-14
OPP05627,Real Estate,AgriTech,Bihar,,24.6,High,3621.5,10,11.52,3.3,2024-09-15
OPP05664,Real Estate,AgriTech,Bihar,,29.25,Low,13615.71,2,20.92,3.8,2024-08-03
OPP05674,Real Estate,AgriTech,Maharashtra,,41.19,Medium,32294.27,6,8.89,8.7,2024-10-23
OPP05748,Startup,AgriTech,Sikkim,Series A,21.94,Medium,28997.0,8,6.16,7.0,2024-12-08
OPP05756,Startup,AgriTech,Bihar,Seed,20.6,Medium,21490.36,3,15.15,6.1,2025-06-02
OPP05767,Startup,AgriTech,Bihar,Series B,25.27,Medium,11967.01,6,9.22,9.1,2024-11-23
OPP05777,Real Estate,AgriTech,Gujarat,,32.26,Low,4294.72,10,10.1,1.5,2024-11-02
OPP05789,Startup,AgriTech,Gujarat,Series C,36.78,High,7889.19,1,11.76,1.5,2025-02-03
OPP05795,Real Estate,AgriTech,Andhra Pradesh,,42.87,Medium,25748.98,7,12.42,1.4,2025-05-27
OPP05796,Real Estate,AgriTech,Tripura,,17.11,Medium,27276.06,4,27.97,7.2,2025-04-08
OPP05799,Startup,AgriTech,Punjab,Series A,30.38,Medium,39208.61,4,14.87,5.5,2024-10-16
OPP05800,Startup,AgriTech,Gujarat,Public,35.44,Medium,25230.87,2,29.07,7.6,2025-06-10
OPP05808,Startup,AgriTech,Chhattisgarh,Seed,21.08,High,7905.63,2,23.74,5.6,2025-05-08
OPP05816,Real Estate,AgriTech,Punjab,,41.95,Medium,41270.29,7,23.68,7.9,2024-12-30
OPP05833,Real Estate,AgriTech,Meghalaya,,41.34,High,8580.62,6,23.94,5.0,2024-12-19
OPP05854,Startup,AgriTech,Meghalaya,Series A,16.99,High,41319.21,6,6.11,5.8,2024-09-05
OPP05870,Startup,AgriTech,Nagaland,Series C,15.45,Medium,42902.84,8,12.96,8.4,2025-04-04
OPP05873,Startup,AgriTech,Nagaland,Series B,44.96,Low,32113.58,3,18.96,8.7,2025-01-03
OPP05876,Startup,AgriTech,Chhattisgarh,Series B,5.73,Medium,20225.35,2,23.49,9.8,2025-06-04
OPP05948,Real Estate,AgriTech,Meghalaya,,19.13,High,8990.23,2,24.44,8.3,2025-06-27
OPP05960,Startup,AgriTech,Jharkhand,IPO,27.54,High,1175.84,8,14.24,8.5,2025-05-06
OPP06009,Startup,AgriTech,Manipur,Series A,14.35,Low,28889.4,6,7.68,9.7,2025-01-28
OPP06019,Real Estate,AgriTech,Nagaland,,15.97,Medium,20197.07,6,17.29,6.2,2025-05-31
OPP06024,Real Estate,AgriTech,Assam,,7.65,Medium,39898.44,10,6.48,7.3,2024-07-17
OPP06043,Startup,AgriTech,Rajasthan,Series B,9.63,High,45253.94,10,12.19,8.2,2024-08-11
OPP06045,Real Estate,AgriTech,Kerala,,22.5,Medium,7846.43,10,16.67,6.3,2025-04-13
OPP06077,Real Estate,AgriTech,Madhya Pradesh,,43.04,High,24948.94,6,17.36,8.0,2025-03-05
OPP06137,Real Estate,AgriTech,Arunachal Pradesh,,34.03,High,5625.56,3,10.54,9.6,2025-03-23
OPP06153,Startup,AgriTech,Bihar,Seed,43.31,Low,28394.01,10,27.28,6.6,2024-12-05
OPP06184,Startup,AgriTech,Himachal Pradesh,Seed,37.31,Medium,25782.11,3,18.68,8.9,2024-09-09
OPP06196,Real Estate,AgriTech,Maharashtra,,20.63,Medium,15517.88,8,8.33,8.7,2024-08-07
OPP06200,Startup,AgriTech,Nagaland,Public,18.99,Medium,38916.51,5,15.91,3.8,2024-11-23
OPP06210,Real Estate,AgriTech,Andhra Pradesh,,38.98,Medium,32253.53,1,12.63,6.1,2024-12-24
OPP06212,Real Estate,AgriTech,Chhattisgarh,,38.18,High,38464.28,2,17.44,6.9,2025-06-04
OPP06237,Real Estate,AgriTech,Bihar,,19.19,Medium,24586.04,1,22.08,4.9,2024-11-14
OPP06250,Real Estate,AgriTech,Bihar,,9.07,Low,49926.46,5,11.05,7.2,2024-07-10
OPP06253,Startup,AgriTech,Uttarakhand,Series C,17.49,Medium,46621.01,7,29.42,5.3,2024-11-02
OPP06256,Startup,AgriTech,Uttar Pradesh,Series A,44.01,Medium,30864.82,4,9.13,4.0,2024-10-01
OPP06257,Startup,AgriTech,Uttar Pradesh,Series B,10.14,Low,27418.14,7,27.52,7.9,2024-08-30
OPP06262,Startup,AgriTech,Karnataka,Series C,23.25,High,5358.27,9,23.68,1.3,2025-03-18
OPP06282,Real Estate,AgriTech,Odisha,,41.37,High,30111.57,7,9.47,7.9,2024-07-04
OPP06289,Startup,AgriTech,Himachal Pradesh,Series C,26.35,High,22273.48,7,11.63,9.1,2025-03-12
OPP06295,Startup,AgriTech,Karnataka,Series A,14.52,Low,47375.09,9,5.57,7.8,2024-08-06
OPP06303,Startup,AgriTech,Mizoram,Seed,30.08,Low,43623.85,4,29.56,1.7,2025-06-16
OPP06312,Startup,AgriTech,Tamil Nadu,Series A,20.39,Medium,32868.04,2,27.65,7.8,2025-01-12
OPP06327,Startup,AgriTech,Rajasthan,Public,32.91,Low,6935.49,8,23.67,5.0,2024-07-03
OPP06329,Startup,AgriTech,Uttar Pradesh,Public,39.15,Medium,1085.51,4,8.46,1.3,2024-10-30
OPP06330,Real Estate,AgriTech,Meghalaya,,21.38,High,17097.4,8,13.28,5.5,2025-03-17
OPP06331,Real Estate,AgriTech,Kerala,,19.08,High,11819.19,5,7.41,8.3,2024-10-05
OPP06421,Startup,AgriTech,Jharkhand,Series B,16.4,High,33298.33,4,6.01,2.2,2025-01-12
OPP06435,Startup,AgriTech,Jharkhand,IPO,11.92,High,5180.55,6,16.9,3.4,2025-06-18
OPP06436,Startup,AgriTech,Madhya Pradesh,Series C,12.99,Medium,1053.6,5,16.17,5.7,2025-05-17
OPP06449,Startup,AgriTech,Sikkim,Series B,29.56,Medium,1472.69,5,12.16,3.2,2025-06-07
OPP06455,Real Estate,AgriTech,Uttarakhand,,5.44,High,19005.75,9,27.31,4.4,2025-03-14
OPP06459,Real Estate,AgriTech,Haryana,,21.45,Medium,30399.93,3,23.6,1.7,2024-07-23
OPP06479,Real Estate,AgriTech,Manipur,,11.9,Medium,2493.69,7,17.48,9.1,2024-10-13
OPP06502,Real Estate,AgriTech,Uttar Pradesh,,5.94,Low,29127.4,1,18.36,5.8,2025-06-07
OPP06503,Real Estate,AgriTech,Gujarat,,14.61,High,7539.92,9,20.32,6.9,2025-02-19
OPP06507,Real Estate,AgriTech,Chhattisgarh,,43.06,Medium,1825.94,7,23.73,2.0,2024-09-07
OPP06515,Real Estate,AgriTech,Jharkhand,,5.73,Low,25076.59,3,26.64,5.5,2025-01-30
OPP06527,Startup,AgriTech,Bihar,Public,17.24,High,22778.09,9,22.71,3.6,2024-07-19
OPP06559,Startup,AgriTech,Chhattisgarh,IPO,34.93,Low,6420.58,8,17.47,1.2,2024-08-08
OPP06574,Startup,AgriTech,Telangana,Series A,43.25,Medium,27214.17,10,17.64,6.3,2024-12-08
OPP06577,Startup,AgriTech,Karnataka,Public,25.59,Medium,7441.45,9,15.67,3.1,2025-01-19
OPP06653,Startup,AgriTech,Assam,Series A,21.53,High,17679.52,5,19.85,8.3,2024-12-07
OPP06668,Startup,AgriTech,Rajasthan,Series B,16.19,Medium,40336.52,5,7.27,9.4,2024-09-14
OPP06671,Startup,AgriTech,Maharashtra,Public,41.14,High,41834.59,7,12.26,7.5,2025-04-12
OPP06693,Startup,AgriTech,Assam,Public,26.45,High,3904.77,7,15.26,8.8,2025-03-03
OPP06753,Startup,AgriTech,Manipur,IPO,20.73,Medium,44288.76,8,29.3,3.6,2024-11-01
OPP06773,Startup,AgriTech,Gujarat,IPO,5.77,Medium,47194.05,7,10.92,7.8,2024-12-01
OPP06808,Real Estate,AgriTech,Chhattisgarh,,11.97,High,25158.3,3,7.53,7.4,2024-10-08
OPP06834,Startup,AgriTech,Nagaland,Series B,44.36,Medium,14747.33,4,8.29,5.7,2024-07-30
OPP06846,Real Estate,AgriTech,Sikkim,,17.05,Low,33512.69,6,5.93,8.4,2025-02-12
OPP06850,Real Estate,AgriTech,Assam,,34.17,Low,43427.75,10,10.21,9.7,2024-08-10
OPP06854,Startup,AgriTech,Karnataka,Seed,8.26,High,26268.25,7,6.96,4.9,2025-02-06
OPP06858,Startup,AgriTech,Uttarakhand,Public,32.08,Low,4678.14,1,14.82,4.4,2025-04-27
OPP06865,Startup,AgriTech,Telangana,Seed,43.2,Medium,49295.63,9,14.09,9.9,2024-12-21
OPP06868,Startup,AgriTech,Uttarakhand,IPO,34.28,Medium,13726.41,10,12.55,5.0,2025-04-27
OPP06887,Startup,AgriTech,Tripura,Series C,44.81,High,32875.09,10,22.89,9.2,2024-09-16
OPP06901,Real Estate,AgriTech,West Bengal,,11.27,Low,31857.59,7,25.75,6.1,2024-10-23
OPP06937,Real Estate,AgriTech,Chhattisgarh,,42.06,High,48506.83,1,22.84,2.5,2024-07-19
OPP06962,Real Estate,AgriTech,Odisha,,18.88,Medium,23850.66,3,16.82,9.6,2024-12-20
OPP06971,Real Estate,AgriTech,Manipur,,11.08,High,39644.8,6,14.87,9.8,2025-01-22
OPP06996,Startup,AgriTech,Madhya Pradesh,Series B,33.26,High,16350.91,2,12.75,3.1,2024-12-29
OPP07006,Startup,AgriTech,Mizoram,Series B,20.44,Medium,46106.53,5,29.21,3.7,2025-06-10
OPP07022,Startup,AgriTech,Odisha,Public,38.32,Low,33230.88,10,21.45,8.0,2024-07-29
OPP07039,Real Estate,AgriTech,Goa,,28.99,High,42065.67,3,8.97,3.8,2024-12-06
OPP07046,Startup,AgriTech,Chhattisgarh,IPO,19.43,Medium,38104.26,9,20.77,6.6,2025-02-10
OPP07086,Real Estate,AgriTech,Telangana,,24.14,Low,35313.95,7,21.37,4.6,2025-04-11
OPP07101,Startup,AgriTech,Kerala,Public,38.45,High,29976.91,4,25.9,5.9,2025-01-12
OPP07132,Startup,AgriTech,Himachal Pradesh,Series B,13.1,Medium,6115.98,10,13.34,3.6,2024-10-07
OPP07161,Real Estate,AgriTech,Mizoram,,17.72,Medium,23124.23,8,13.62,1.5,2024-10-16
OPP07169,Real Estate,AgriTech,Jharkhand,,8.96,High,10090.28,6,6.32,9.8,2024-08-19
OPP07183,Real Estate,AgriTech,Punjab,,21.63,Low,21449.91,1,10.19,2.0,2024-12-08
OPP07185,Startup,AgriTech,Jharkhand,Public,43.45,High,32079.51,9,23.72,4.8,2024-10-28
OPP07187,Startup,AgriTech,Gujarat,Series B,18.37,Low,30722.69,8,18.11,6.7,2025-05-17
OPP07221,Startup,AgriTech,West Bengal,Public,14.28,High,28981.84,1,16.51,6.4,2025-03-29
OPP07224,Real Estate,AgriTech,Sikkim,,31.24,High,29166.5,9,15.06,3.8,2025-01-10
OPP07226,Startup,AgriTech,Tripura,Series C,5.94,Low,5191.44,6,14.2,6.8,2025-01-23
OPP07234,Real Estate,AgriTech,Chhattisgarh,,42.74,Medium,9410.42,9,6.81,3.2,2025-03-28
OPP07322,Real Estate,AgriTech,Mizoram,,32.54,Medium,26709.72,6,26.92,1.8,2025-06-17
OPP07336,Real Estate,AgriTech,Punjab,,39.35,Medium,19541.11,3,7.08,3.8,2024-12-22
OPP07346,Startup,AgriTech,Kerala,Series C,17.95,High,7871.1,5,15.49,1.6,2024-07-26
OPP07407,Startup,AgriTech,Karnataka,Series C,41.27,Medium,44384.45,6,27.16,8.4,2025-05-22
OPP07413,Real Estate,AgriTech,Arunachal Pradesh,,40.58,Medium,15588.93,6,5.05,4.1,2024-07-26
OPP07437,Startup,AgriTech,Jharkhand,Public,25.91,High,34380.82,2,26.88,3.8,2025-05-21
OPP07440,Real Estate,AgriTech,Karnataka,,31.61,High,24934.18,3,18.82,5.5,2024-10-15
OPP07441,Startup,AgriTech,Mizoram,Series C,23.67,Medium,30166.08,1,18.05,1.5,2024-10-12
OPP07460,Startup,AgriTech,Meghalaya,Series B,27.54,Medium,23179.53,6,11.6,3.2,2025-03-11
OPP07505,Real Estate,AgriTech,Assam,,21.34,High,34464.98,2,17.25,7.7,2025-06-21
OPP07523,Startup,AgriTech,Rajasthan,Series B,44.89,Low,39577.82,4,12.07,2.3,2024-11-23
OPP07548,Real Estate,AgriTech,Chhattisgarh,,22.82,Medium,39573.62,2,18.57,9.2,2024-12-17
OPP07565,Real Estate,AgriTech,Sikkim,,11.85,Low,49116.24,3,26.5,6.7,2025-05-30
OPP07568,Startup,AgriTech,Punjab,Series B,11.74,High,46625.69,6,28.65,3.2,2024-08-28
OPP07573,Startup,AgriTech,Haryana,Series A,29.71,Medium,39648.12,7,26.84,3.3,2024-12-03
OPP07575,Real Estate,AgriTech,Himachal Pradesh,,14.05,High,39031.65,2,7.14,7.4,2024-09-19
OPP07579,Real Estate,AgriTech,Telangana,,6.61,High,25680.28,9,6.16,7.7,2024-12-19
OPP07586,Startup,AgriTech,Nagaland,Series B,12.5,Low,49507.64,6,23.04,5.1,2024-12-13
OPP07589,Startup,AgriTech,West Bengal,Series C,38.26,High,49494.08,8,21.92,6.4,2025-06-29
OPP07629,Startup,AgriTech,Uttar Pradesh,IPO,32.37,Medium,1057.6,9,12.69,1.4,2025-05-05
OPP07642,Real Estate,AgriTech,Goa,,43.67,High,29993.32,3,26.8,6.2,2025-05-08
OPP07643,Startup,AgriTech,Karnataka,IPO,25.94,Low,14296.59,9,24.7,5.5,2025-03-10
OPP07648,Real Estate,AgriTech,Haryana,,33.37,Medium,34385.77,10,26.54,1.6,2024-10-29
OPP07652,Startup,AgriTech,Gujarat,Series B,25.77,Medium,4084.82,8,15.41,1.5,2024-07-31
OPP07668,Real Estate,AgriTech,Jharkhand,,33.84,Low,36533.17,4,29.13,3.4,2025-04-13
